sample,fastq_1,fastq_2
Y2_13,reads/Y2_13_EKDN240060061-1A_22FLL7LT4_L6_1.fq.gz,reads/Y2_13_EKDN240060061-1A_22FLL7LT4_L6_2.fq.gz
